ensembl_gene_id	gene_name	gene_biotype	total_width	cluster
ENSMUSG00000025400	Tac2	protein_coding	1532	7
ENSMUSG00000025401	Myo1a	protein_coding	3386	7
ENSMUSG00000025402	Nab2	protein_coding	5679	5
ENSMUSG00000025403	Shmt2	protein_coding	2305	1
ENSMUSG00000025404	R3hdm2	protein_coding	42249	2
ENSMUSG00000025405	Inhbc	protein_coding	1966	NA
ENSMUSG00000025407	Gli1	protein_coding	3665	1
ENSMUSG00000025408	Ddit3	protein_coding	2459	2
ENSMUSG00000025409	Mbd6	protein_coding	13956	2
ENSMUSG00000025410	Dctn2	protein_coding	1918	3
ENSMUSG00000025413	Ttc4	protein_coding	9334	3
ENSMUSG00000025417	Pip4k2c	protein_coding	3374	7
ENSMUSG00000025418	Bsnd	protein_coding	2756	NA
ENSMUSG00000025420	Katnal2	protein_coding	15345	2
ENSMUSG00000025421	Hdhd2	protein_coding	18487	3
ENSMUSG00000025422	Agap2	protein_coding	5633	2
ENSMUSG00000025423	Pias2	protein_coding	12041	1
ENSMUSG00000025425	St8sia5	protein_coding	3830	NA
ENSMUSG00000025427	Rnf165	protein_coding	16193	1
ENSMUSG00000025428	Atp5a1	protein_coding	7500	4
ENSMUSG00000025429	Pstpip2	protein_coding	1395	NA
ENSMUSG00000025431	Crisp1	protein_coding	1416	NA
ENSMUSG00000025432	Avil	protein_coding	6727	2
ENSMUSG00000025433	Crisp3	protein_coding	1417	NA
ENSMUSG00000025436	Xrcc6bp1	protein_coding	1982	3
ENSMUSG00000025437	Usp33	protein_coding	12202	7
ENSMUSG00000025439	Clns1a	protein_coding	1897	4
ENSMUSG00000025450	Gm9752	processed_transcript	2659	7
ENSMUSG00000025451	Paip1	protein_coding	10662	4
ENSMUSG00000025453	Nnt	protein_coding	14009	3
ENSMUSG00000025461	Cd163l1	protein_coding	3454	NA
ENSMUSG00000025464	Paox	protein_coding	2789	4
ENSMUSG00000025465	Echs1	protein_coding	13185	3
ENSMUSG00000025466	Fuom	protein_coding	8026	7
ENSMUSG00000025467	Prap1	protein_coding	620	NA
ENSMUSG00000025468	Caly	protein_coding	2522	7
ENSMUSG00000025469	Msx3	protein_coding	2408	NA
ENSMUSG00000025470	Zfp511	protein_coding	1100	1
ENSMUSG00000025473	Adam8	protein_coding	16553	2
ENSMUSG00000025474	Tubgcp2	protein_coding	3085	3
ENSMUSG00000025475	Gpr123	protein_coding	6587	NA
ENSMUSG00000025477	Inpp5a	protein_coding	9315	3
ENSMUSG00000025478	Dpysl4	protein_coding	14825	1
ENSMUSG00000025479	Cyp2e1	protein_coding	1827	7
ENSMUSG00000025480	Syce1	protein_coding	1462	NA
ENSMUSG00000025481	Urah	protein_coding	2610	NA
ENSMUSG00000025482	Odf3	protein_coding	4266	NA
ENSMUSG00000025484	Bet1l	protein_coding	1552	3
ENSMUSG00000025485	Ric8	protein_coding	11889	3
ENSMUSG00000025486	Sirt3	protein_coding	4807	NA
ENSMUSG00000025487	Psmd13	protein_coding	11185	4
ENSMUSG00000025488	Cox8b	protein_coding	362	NA
ENSMUSG00000025489	Ifitm5	protein_coding	708	NA
ENSMUSG00000025491	Ifitm1	protein_coding	2178	NA
ENSMUSG00000025492	Ifitm3	protein_coding	678	6
ENSMUSG00000025494	Sigirr	protein_coding	1990	5
ENSMUSG00000025495	Ptdss2	protein_coding	9238	3
ENSMUSG00000025496	Drd4	protein_coding	1334	7
ENSMUSG00000025497	Cdhr5	protein_coding	4772	NA
ENSMUSG00000025498	Irf7	protein_coding	12429	7
ENSMUSG00000025499	Hras	protein_coding	10417	3
ENSMUSG00000025500	1600016N20Rik	protein_coding	4126	NA
ENSMUSG00000025503	Taldo1	protein_coding	2835	5
ENSMUSG00000025504	Eps8l2	protein_coding	11587	7
ENSMUSG00000025505	Tmem80	protein_coding	10465	2
ENSMUSG00000025507	Lrdd	protein_coding	24567	NA
ENSMUSG00000025508	Rplp2	protein_coding	3484	4
ENSMUSG00000025509	Pnpla2	protein_coding	10838	6
ENSMUSG00000025510	Cd151	protein_coding	5345	5
ENSMUSG00000025511	Tspan4	protein_coding	4958	5
ENSMUSG00000025512	Chid1	protein_coding	27401	2
ENSMUSG00000025515	Muc2	protein_coding	2032	NA
ENSMUSG00000025519	Tktl2	protein_coding	7524	NA
ENSMUSG00000025521	Tmem192	protein_coding	2111	2
ENSMUSG00000025525	Apool	protein_coding	4583	4
ENSMUSG00000025527	Satl1	protein_coding	3869	NA
ENSMUSG00000025528	2010106E10Rik	protein_coding	2533	NA
ENSMUSG00000025529	Zfp711	protein_coding	11360	1
ENSMUSG00000025531	Chm	protein_coding	14054	5
ENSMUSG00000025532	Crcp	protein_coding	2161	4
ENSMUSG00000025533	Asl	protein_coding	12088	4
ENSMUSG00000025534	Gusb	protein_coding	7856	4
ENSMUSG00000025537	Phkg1	protein_coding	4344	2
ENSMUSG00000025538	Sumf2	protein_coding	7603	4
ENSMUSG00000025544	Tm9sf2	protein_coding	5228	5
ENSMUSG00000025545	Clybl	protein_coding	1239	5
ENSMUSG00000025551	Fgf14	protein_coding	6788	2
ENSMUSG00000025555	Farp1	protein_coding	7420	3
ENSMUSG00000025557	Slc15a1	protein_coding	3123	NA
ENSMUSG00000025558	Dock9	protein_coding	15670	6
ENSMUSG00000025571	Tnrc6c	protein_coding	38344	2
ENSMUSG00000025572	Tmc6	protein_coding	10242	5
ENSMUSG00000025573	6030468B19Rik	protein_coding	1071	NA
ENSMUSG00000025574	Tk1	protein_coding	7680	4
ENSMUSG00000025575	Cant1	protein_coding	14505	3
ENSMUSG00000025576	Rbfox3	protein_coding	16568	2
ENSMUSG00000025577	Cbx2	protein_coding	4569	1
ENSMUSG00000025578	Cbx8	protein_coding	4902	1
ENSMUSG00000025579	Gaa	protein_coding	11715	3
ENSMUSG00000025580	Eif4a3	protein_coding	4354	5
ENSMUSG00000025582	Nptx1	protein_coding	5217	7
ENSMUSG00000025583	Rptor	protein_coding	33150	3
ENSMUSG00000025584	Pde8a	protein_coding	5246	5
ENSMUSG00000025586	Cpeb1	protein_coding	12684	7
ENSMUSG00000025588	Nat1	protein_coding	1347	NA
ENSMUSG00000025591	Tma16	protein_coding	6092	1
ENSMUSG00000025592	Dach2	protein_coding	24094	NA
ENSMUSG00000025597	Klhl4	protein_coding	13309	5
ENSMUSG00000025602	Zfp202	protein_coding	10663	3
ENSMUSG00000025607	Copg2	protein_coding	9049	3
ENSMUSG00000025608	Podxl	protein_coding	5723	6
ENSMUSG00000025609	Mkln1	protein_coding	34311	3
ENSMUSG00000025610	Map3k7cl	protein_coding	1652	NA
ENSMUSG00000025612	Bach1	protein_coding	8622	5
ENSMUSG00000025613	Cct8	protein_coding	9776	4
ENSMUSG00000025616	Usp16	protein_coding	18479	2
ENSMUSG00000025626	Phf6	protein_coding	11827	4
ENSMUSG00000025630	Hprt	protein_coding	1289	5
ENSMUSG00000025644	Gm7628	processed_transcript	2010	1
ENSMUSG00000025645	Ccdc51	protein_coding	2397	3
ENSMUSG00000025646	Atrip	protein_coding	15525	2
ENSMUSG00000025647	Shisa5	protein_coding	12547	5
ENSMUSG00000025648	Pfkfb4	protein_coding	13699	2
ENSMUSG00000025650	Col7a1	protein_coding	22908	7
ENSMUSG00000025651	Uqcrc1	protein_coding	1655	5
ENSMUSG00000025652	Tmem89	protein_coding	538	NA
ENSMUSG00000025656	Arhgef9	protein_coding	44739	7
ENSMUSG00000025658	Cnksr2	protein_coding	12621	2
ENSMUSG00000025665	Rps6ka6	protein_coding	22955	1
ENSMUSG00000025666	Tmem47	protein_coding	6394	4
ENSMUSG00000025701	Alox5	protein_coding	12341	6
ENSMUSG00000025702	March8	protein_coding	15572	NA
ENSMUSG00000025716	Myo3a	protein_coding	14293	NA
ENSMUSG00000025722	Wdr73	protein_coding	14241	1
ENSMUSG00000025723	Nmb	protein_coding	2426	2
ENSMUSG00000025724	Sec11a	protein_coding	10650	4
ENSMUSG00000025726	Slc28a1	protein_coding	5745	NA
ENSMUSG00000025727	A930017K11Rik	protein_coding	2539	1
ENSMUSG00000025728	Pigq	protein_coding	18898	3
ENSMUSG00000025730	Rab40c	protein_coding	15133	3
ENSMUSG00000025731	0610011F06Rik	protein_coding	3592	3
ENSMUSG00000025732	Fam195a	protein_coding	816	NA
ENSMUSG00000025733	Rhot2	protein_coding	16421	2
ENSMUSG00000025735	Rhbdl1	protein_coding	3670	NA
ENSMUSG00000025736	Jmjd8	protein_coding	8840	3
ENSMUSG00000025737	Wdr24	protein_coding	7271	1
ENSMUSG00000025738	Fbxl16	protein_coding	3478	2
ENSMUSG00000025739	Gng13	protein_coding	1066	7
ENSMUSG00000025742	Prps2	protein_coding	4298	4
ENSMUSG00000025743	Sdc3	protein_coding	8428	5
ENSMUSG00000025745	Hadha	protein_coding	9569	5
ENSMUSG00000025746	Il6	protein_coding	1087	NA
ENSMUSG00000025747	Tyms	protein_coding	11368	3
ENSMUSG00000025754	Agbl1	protein_coding	10309	NA
ENSMUSG00000025757	Hspa4l	protein_coding	18052	7
ENSMUSG00000025758	Plk4	protein_coding	16115	4
ENSMUSG00000025759	Mfsd8	protein_coding	3876	2
ENSMUSG00000025762	Larp1b	protein_coding	6727	2
ENSMUSG00000025764	Phf17	protein_coding	22120	NA
ENSMUSG00000025766	D3Ertd751e	protein_coding	15466	7
ENSMUSG00000025774	Crisp4	protein_coding	6005	NA
ENSMUSG00000025776	Crispld1	protein_coding	8401	6
ENSMUSG00000025777	Gdap1	protein_coding	6111	2
ENSMUSG00000025779	Ly96	protein_coding	603	5
ENSMUSG00000025780	Itih5	protein_coding	7900	5
ENSMUSG00000025781	Atp5c1	protein_coding	7056	5
ENSMUSG00000025782	Taf3	protein_coding	13184	3
ENSMUSG00000025783	4930412O13Rik	protein_coding	1745	NA
ENSMUSG00000025784	Clec3b	protein_coding	990	NA
ENSMUSG00000025785	Exosc7	protein_coding	2444	3
ENSMUSG00000025786	Zdhhc3	protein_coding	22292	5
ENSMUSG00000025787	Tgm4	protein_coding	4966	7
ENSMUSG00000025789	St8sia2	protein_coding	5376	1
ENSMUSG00000025790	Slco3a1	protein_coding	14129	6
ENSMUSG00000025791	Pgm2	protein_coding	4894	4
ENSMUSG00000025792	Slc25a10	protein_coding	6527	1
ENSMUSG00000025793	Hgs	protein_coding	11245	3
ENSMUSG00000025794	Rpl14	protein_coding	935	4
ENSMUSG00000025795	Rassf3	protein_coding	3425	5
ENSMUSG00000025804	Ccr1	protein_coding	2831	6
ENSMUSG00000025808	Ccdc7	protein_coding	4171	NA
ENSMUSG00000025809	Itgb1	protein_coding	8083	5
ENSMUSG00000025810	Nrp1	protein_coding	5907	5
ENSMUSG00000025812	Pard3	protein_coding	81460	3
ENSMUSG00000025813	Homer2	protein_coding	21981	7
ENSMUSG00000025815	Dhtkd1	protein_coding	14040	2
ENSMUSG00000025816	Sec61a2	protein_coding	6940	2
ENSMUSG00000025817	Nudt5	protein_coding	9210	4
ENSMUSG00000025821	Zfp282	protein_coding	8511	4
ENSMUSG00000025823	Pdia4	protein_coding	2480	4
ENSMUSG00000025825	Iscu	protein_coding	5549	5
ENSMUSG00000025838	Pramel6	protein_coding	5701	NA
ENSMUSG00000025839	Pramel7	protein_coding	3810	NA
ENSMUSG00000025854	Fam20c	protein_coding	8263	3
ENSMUSG00000025855	Prkar1b	protein_coding	11838	7
ENSMUSG00000025856	Pdgfa	protein_coding	7718	6
ENSMUSG00000025857	Heatr2	protein_coding	3920	NA
ENSMUSG00000025858	Get4	protein_coding	6380	1
ENSMUSG00000025860	Xiap	protein_coding	35221	6
ENSMUSG00000025862	Stag2	protein_coding	21980	6
ENSMUSG00000025867	Cplx2	protein_coding	4928	1
ENSMUSG00000025868	Higd2a	protein_coding	648	3
ENSMUSG00000025869	Nop16	protein_coding	3223	4
ENSMUSG00000025870	Arl10	protein_coding	2609	1
ENSMUSG00000025871	4833439L19Rik	protein_coding	10144	1
ENSMUSG00000025872	Thoc3	protein_coding	3643	3
ENSMUSG00000025873	Faf2	protein_coding	9834	3
ENSMUSG00000025875	Tspan17	protein_coding	6816	2
ENSMUSG00000025876	Unc5a	protein_coding	9814	2
ENSMUSG00000025877	Hk3	protein_coding	16656	3
ENSMUSG00000025878	Uimc1	protein_coding	13861	3
ENSMUSG00000025880	Smad7	protein_coding	8114	6
ENSMUSG00000025885	Myo5b	protein_coding	22605	6
ENSMUSG00000025887	Casp12	protein_coding	8987	6
ENSMUSG00000025888	Casp1	protein_coding	1497	4
ENSMUSG00000025889	Snca	protein_coding	2468	NA
ENSMUSG00000025892	Gria4	protein_coding	13220	2
ENSMUSG00000025893	Kbtbd3	protein_coding	2310	2
ENSMUSG00000025894	Aasdhppt	protein_coding	2870	3
ENSMUSG00000025898	Cwf19l2	protein_coding	3953	3
ENSMUSG00000025899	Alkbh8	protein_coding	5826	4
ENSMUSG00000025900	Rp1	protein_coding	7508	6
ENSMUSG00000025902	Sox17	protein_coding	4642	6
ENSMUSG00000025903	Lypla1	protein_coding	12276	4
ENSMUSG00000025905	Oprk1	protein_coding	11859	NA
ENSMUSG00000025907	Rb1cc1	protein_coding	32389	3
ENSMUSG00000025909	Sntg1	protein_coding	23446	7
ENSMUSG00000025911	Adhfe1	protein_coding	5720	2
ENSMUSG00000025912	Mybl1	protein_coding	8711	1
ENSMUSG00000025915	Sgk3	protein_coding	19013	5
ENSMUSG00000025916	Ppp1r42	protein_coding	5736	7
ENSMUSG00000025917	Cops5	protein_coding	4434	3
ENSMUSG00000025920	Stau2	protein_coding	39213	2
ENSMUSG00000025921	Rdh10	protein_coding	5546	1
ENSMUSG00000025922	Gm5045	pseudogene	813	NA
ENSMUSG00000025925	Terf1	protein_coding	1632	3
ENSMUSG00000025927	Tfap2b	protein_coding	12077	1
ENSMUSG00000025929	Il17a	protein_coding	1171	NA
ENSMUSG00000025930	Msc	protein_coding	1717	NA
ENSMUSG00000025931	Paqr8	protein_coding	5891	5
ENSMUSG00000025932	Eya1	protein_coding	12181	1
ENSMUSG00000025933	Tmem14a	protein_coding	2429	2
ENSMUSG00000025934	Gsta3	protein_coding	2789	NA
ENSMUSG00000025935	Tram1	protein_coding	2888	5
ENSMUSG00000025936	Gm4956	pseudogene	2429	NA
ENSMUSG00000025937	Lactb2	protein_coding	3379	6
ENSMUSG00000025938	Slco5a1	protein_coding	25079	NA
ENSMUSG00000025939	Ube2w	protein_coding	8887	4
ENSMUSG00000025940	Tmem70	protein_coding	4237	5
ENSMUSG00000025945	Crygf	protein_coding	1219	NA
ENSMUSG00000025946	Pth2r	protein_coding	3045	NA
ENSMUSG00000025949	Pikfyve	protein_coding	13147	NA
ENSMUSG00000025950	Idh1	protein_coding	5084	4
ENSMUSG00000025952	Crygc	protein_coding	1392	NA
ENSMUSG00000025955	Akr1cl	protein_coding	7607	NA
ENSMUSG00000025956	Mettl21a	protein_coding	5555	3
ENSMUSG00000025958	Creb1	protein_coding	25054	3
ENSMUSG00000025959	Klf7	protein_coding	10217	3
ENSMUSG00000025961	4933402D24Rik	protein_coding	1758	NA
ENSMUSG00000025962	Fastkd2	protein_coding	10926	2
ENSMUSG00000025963	Mdh1b	protein_coding	1719	NA
ENSMUSG00000025964	Adam23	protein_coding	36380	2
ENSMUSG00000025967	Eef1b2	protein_coding	6559	4
ENSMUSG00000025968	Ndufs1	protein_coding	7395	3
ENSMUSG00000025969	Nrp2	protein_coding	37362	5
ENSMUSG00000025971	9430016H08Rik	protein_coding	3540	3
ENSMUSG00000025977	Boll	protein_coding	7800	NA
ENSMUSG00000025978	Rftn2	protein_coding	10137	3
ENSMUSG00000025979	Mob4	protein_coding	11357	4
ENSMUSG00000025980	Hspd1	protein_coding	3814	3
ENSMUSG00000025981	Coq10b	protein_coding	3314	5
ENSMUSG00000025982	Sf3b1	protein_coding	6192	2
ENSMUSG00000025983	Ccdc150	protein_coding	12699	7
ENSMUSG00000025986	Slc39a10	protein_coding	7870	5
ENSMUSG00000025991	Cps1	protein_coding	5555	NA
ENSMUSG00000025993	Slc40a1	protein_coding	3380	5
ENSMUSG00000025995	Wdr75	protein_coding	11670	3
ENSMUSG00000025997	Ikzf2	protein_coding	9417	2
ENSMUSG00000026000	Lancl1	protein_coding	11074	1
ENSMUSG00000026003	Acadl	protein_coding	2565	5
ENSMUSG00000026004	Kansl1l	protein_coding	13073	1
ENSMUSG00000026005	Rpe	protein_coding	8910	5
ENSMUSG00000026009	Icos	protein_coding	4051	NA
ENSMUSG00000026011	Ctla4	protein_coding	3238	NA
ENSMUSG00000026012	Cd28	protein_coding	6791	NA
ENSMUSG00000026014	Raph1	protein_coding	10328	4
ENSMUSG00000026017	Carf	protein_coding	8975	1
ENSMUSG00000026018	Ica1l	protein_coding	3648	NA
ENSMUSG00000026019	Wdr12	protein_coding	12323	3
ENSMUSG00000026020	Nop58	protein_coding	1976	3
ENSMUSG00000026021	Sumo1	protein_coding	2044	4
ENSMUSG00000026023	Cdk15	protein_coding	4503	4
ENSMUSG00000026024	Als2	protein_coding	15219	3
ENSMUSG00000026027	Stradb	protein_coding	14471	2
ENSMUSG00000026028	Trak2	protein_coding	11468	1
ENSMUSG00000026029	Casp8	protein_coding	4997	5
ENSMUSG00000026031	Cflar	protein_coding	20110	6
ENSMUSG00000026032	Ndufb3	protein_coding	763	5
ENSMUSG00000026034	Clk1	protein_coding	19184	2
ENSMUSG00000026035	Ppil3	protein_coding	4954	4
ENSMUSG00000026036	Nif3l1	protein_coding	8908	3
ENSMUSG00000026037	Orc2	protein_coding	5677	3
ENSMUSG00000026039	Sgol2	protein_coding	4939	NA
ENSMUSG00000026042	Col5a2	protein_coding	11902	5
ENSMUSG00000026043	Col3a1	protein_coding	9293	5
ENSMUSG00000026047	Kdelc1	protein_coding	10196	3
ENSMUSG00000026048	Ercc5	protein_coding	11188	2
ENSMUSG00000026049	Tex30	protein_coding	10708	4
ENSMUSG00000026051	1500015O10Rik	protein_coding	902	NA
ENSMUSG00000026058	Khdrbs2	protein_coding	1359	2
ENSMUSG00000026062	Slc9a2	protein_coding	3493	7
ENSMUSG00000026063	Pih1d3	protein_coding	1449	NA
ENSMUSG00000026064	Ptp4a1	protein_coding	10053	4
ENSMUSG00000026065	Slc9a4	protein_coding	3822	NA
ENSMUSG00000026068	Il18rap	protein_coding	9397	4
ENSMUSG00000026069	Il1rl1	protein_coding	14607	6
ENSMUSG00000026070	Il18r1	protein_coding	8903	NA
ENSMUSG00000026072	Il1r1	protein_coding	9568	6
ENSMUSG00000026073	Il1r2	protein_coding	1337	NA
ENSMUSG00000026074	Map4k4	protein_coding	11402	5
ENSMUSG00000026077	Npas2	protein_coding	5192	2
ENSMUSG00000026078	Pdcl3	protein_coding	1706	4
ENSMUSG00000026080	Chst10	protein_coding	3115	2
ENSMUSG00000026082	Rev1	protein_coding	4261	2
ENSMUSG00000026083	Eif5b	protein_coding	7797	4
ENSMUSG00000026085	Lyg1	protein_coding	2084	NA
ENSMUSG00000026087	Mrpl30	protein_coding	2441	4
ENSMUSG00000026088	Mitd1	protein_coding	4946	3
ENSMUSG00000026090	2010300C02Rik	protein_coding	7960	4
ENSMUSG00000026094	Stk17b	protein_coding	3293	6
ENSMUSG00000026095	Asnsd1	protein_coding	9280	3
ENSMUSG00000026096	Osgepl1	protein_coding	13136	2
ENSMUSG00000026097	Ormdl1	protein_coding	4986	3
ENSMUSG00000026098	Pms1	protein_coding	10494	7
ENSMUSG00000026100	Mstn	protein_coding	2682	1
ENSMUSG00000026102	Inpp1	protein_coding	5169	6
ENSMUSG00000026103	Gls	protein_coding	31293	7
ENSMUSG00000026104	Stat1	protein_coding	5168	6
ENSMUSG00000026107	Nabp1	protein_coding	2828	7
ENSMUSG00000026109	Tmeff2	protein_coding	6476	NA
ENSMUSG00000026110	Mgat4a	protein_coding	19690	5
ENSMUSG00000026111	Unc50	protein_coding	5178	5
ENSMUSG00000026112	Coa5	protein_coding	3863	3
ENSMUSG00000026113	Inpp4a	protein_coding	33832	2
ENSMUSG00000026114	Cnga3	protein_coding	3965	NA
ENSMUSG00000026115	Vwa3b	protein_coding	3003	NA
ENSMUSG00000026116	Tmem131	protein_coding	6546	5
ENSMUSG00000026117	Zap70	protein_coding	2180	6
ENSMUSG00000026121	Sema4c	protein_coding	17404	3
ENSMUSG00000026123	Plekhb2	protein_coding	8799	7
ENSMUSG00000026124	Cfc1	protein_coding	1038	NA
ENSMUSG00000026125	Prss39	protein_coding	1246	NA
ENSMUSG00000026126	Ptpn18	protein_coding	1569	4
ENSMUSG00000026127	Imp4	protein_coding	5998	3
ENSMUSG00000026131	Dst	protein_coding	122398	7
ENSMUSG00000026134	Prim2	protein_coding	1965	4
ENSMUSG00000026135	Zfp142	protein_coding	38707	2
ENSMUSG00000026141	Col19a1	protein_coding	13043	7
ENSMUSG00000026142	Rhbdd1	protein_coding	7323	6
ENSMUSG00000026147	Col9a1	protein_coding	8597	4
ENSMUSG00000026149	Tm4sf20	protein_coding	2111	NA
ENSMUSG00000026150	Mff	protein_coding	17179	4
ENSMUSG00000026153	Fam135a	protein_coding	6467	1
ENSMUSG00000026154	1110058L19Rik	protein_coding	1109	NA
ENSMUSG00000026155	Smap1	protein_coding	8966	4
ENSMUSG00000026156	B3gat2	protein_coding	8880	1
ENSMUSG00000026158	Ogfrl1	protein_coding	4844	7
ENSMUSG00000026159	Agfg1	protein_coding	6280	5
ENSMUSG00000026162	Nhej1	protein_coding	1053	NA
ENSMUSG00000026163	Sphkap	protein_coding	20872	NA
ENSMUSG00000026166	Ccl20	protein_coding	2214	NA
ENSMUSG00000026167	Wnt10a	protein_coding	2468	7
ENSMUSG00000026170	Cyp27a1	protein_coding	1890	7
ENSMUSG00000026171	Rnf25	protein_coding	7470	2
ENSMUSG00000026172	Bcs1l	protein_coding	5489	3
ENSMUSG00000026173	Plcd4	protein_coding	27702	NA
ENSMUSG00000026174	Rqcd1	protein_coding	4873	4
ENSMUSG00000026175	Vil1	protein_coding	4934	6
ENSMUSG00000026176	Ctdsp1	protein_coding	6226	3
ENSMUSG00000026177	Slc11a1	protein_coding	11580	3
ENSMUSG00000026179	Pnkd	protein_coding	11322	5
ENSMUSG00000026180	Cxcr2	protein_coding	5255	2
ENSMUSG00000026181	Ppm1f	protein_coding	5354	5
ENSMUSG00000026182	Tnp1	protein_coding	418	NA
ENSMUSG00000026185	Igfbp5	protein_coding	10287	3
ENSMUSG00000026187	Xrcc5	protein_coding	2555	3
ENSMUSG00000026188	Tmem169	protein_coding	3625	NA
ENSMUSG00000026189	Pecr	protein_coding	3926	3
ENSMUSG00000026192	Atic	protein_coding	10019	3
ENSMUSG00000026193	Fn1	protein_coding	8312	5
ENSMUSG00000026196	Bard1	protein_coding	5659	1
ENSMUSG00000026197	Zfand2b	protein_coding	7538	3
ENSMUSG00000026198	Abcb6	protein_coding	13574	1
ENSMUSG00000026199	Ankzf1	protein_coding	17487	2
ENSMUSG00000026200	Glb1l	protein_coding	11169	2
ENSMUSG00000026201	Stk16	protein_coding	9721	2
ENSMUSG00000026202	Tuba4a	protein_coding	2053	7
ENSMUSG00000026203	Dnajb2	protein_coding	2452	7
ENSMUSG00000026204	Ptprn	protein_coding	3535	7
ENSMUSG00000026205	Slc23a3	protein_coding	2056	7
ENSMUSG00000026207	Speg	protein_coding	33368	2
ENSMUSG00000026208	Des	protein_coding	4647	NA
ENSMUSG00000026209	Dnpep	protein_coding	4130	3
ENSMUSG00000026211	Obsl1	protein_coding	25586	1
ENSMUSG00000026213	Stk11ip	protein_coding	18472	1
ENSMUSG00000026219	Trip12	protein_coding	9632	4
ENSMUSG00000026220	Slc16a14	protein_coding	3198	1
ENSMUSG00000026222	Sp100	protein_coding	18826	6
ENSMUSG00000026223	Itm2c	protein_coding	2998	5
ENSMUSG00000026224	4933407L21Rik	protein_coding	1649	NA
ENSMUSG00000026226	Spata3	protein_coding	8601	NA
ENSMUSG00000026227	2810459M11Rik	protein_coding	6256	NA
ENSMUSG00000026228	Htr2b	protein_coding	2603	NA
ENSMUSG00000026229	Psmd1	protein_coding	9516	3
ENSMUSG00000026234	Ncl	protein_coding	8257	3
ENSMUSG00000026235	Epha4	protein_coding	6328	6
ENSMUSG00000026237	Nmur1	protein_coding	1322	NA
ENSMUSG00000026238	Ptma	protein_coding	1192	4
ENSMUSG00000026239	Pde6d	protein_coding	4982	4
ENSMUSG00000026240	Cops7b	protein_coding	10183	2
ENSMUSG00000026241	Nppc	protein_coding	1042	NA
ENSMUSG00000026245	Farsb	protein_coding	4185	3
ENSMUSG00000026246	Alppl2	protein_coding	2113	NA
ENSMUSG00000026247	Ecel1	protein_coding	9391	NA
ENSMUSG00000026248	Mrpl44	protein_coding	1424	4
ENSMUSG00000026249	Serpine2	protein_coding	4525	4
ENSMUSG00000026251	Chrnd	protein_coding	2909	NA
ENSMUSG00000026253	Chrng	protein_coding	1921	NA
ENSMUSG00000026254	Eif4e2	protein_coding	15926	4
ENSMUSG00000026255	Efhd1	protein_coding	3933	7
ENSMUSG00000026258	3110079O15Rik	protein_coding	462	NA
ENSMUSG00000026259	Ngef	protein_coding	7700	7
ENSMUSG00000026260	Ndufa10	protein_coding	2533	4
ENSMUSG00000026269	Rnpepl1	protein_coding	25312	3
ENSMUSG00000026270	Capn10	protein_coding	7945	1
ENSMUSG00000026271	Gpr35	protein_coding	11639	5
ENSMUSG00000026272	Agxt	protein_coding	1534	NA
ENSMUSG00000026273	Mterfd2	protein_coding	8129	NA
ENSMUSG00000026274	Pask	protein_coding	15912	2
ENSMUSG00000026275	Ppp1r7	protein_coding	10949	7
ENSMUSG00000026276	Sept2	protein_coding	20051	NA
ENSMUSG00000026277	Stk25	protein_coding	7012	4
ENSMUSG00000026278	Bok	protein_coding	1432	4
ENSMUSG00000026279	Thap4	protein_coding	2160	3
ENSMUSG00000026280	Atg4b	protein_coding	7696	1
ENSMUSG00000026281	Dtymk	protein_coding	3775	1
ENSMUSG00000026283	Ing5	protein_coding	4539	3
ENSMUSG00000026285	Pdcd1	protein_coding	1928	6
ENSMUSG00000026288	Inpp5d	protein_coding	30550	5
ENSMUSG00000026289	Atg16l1	protein_coding	24720	2
ENSMUSG00000026295	Spp2	protein_coding	1638	NA
ENSMUSG00000026301	Iqca	protein_coding	3210	NA
ENSMUSG00000026303	Mlph	protein_coding	5998	6
ENSMUSG00000026304	Rab17	protein_coding	5587	NA
ENSMUSG00000026305	Lrrfip1	protein_coding	11466	4
ENSMUSG00000026307	Scly	protein_coding	9835	2
ENSMUSG00000026308	Klhl30	protein_coding	3089	NA
ENSMUSG00000026309	Ilkap	protein_coding	1368	1
ENSMUSG00000026311	Asb1	protein_coding	11743	1
ENSMUSG00000026312	Cdh7	protein_coding	24535	2
ENSMUSG00000026313	Hdac4	protein_coding	3937	3
ENSMUSG00000026315	Serpinb8	protein_coding	7571	6
ENSMUSG00000026317	Cln8	protein_coding	8917	3
